Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
06/09/2018,5940,5940,5940,5940
07/09/2018,5883,5883,5883,5883
10/09/2018,5840.5,5840.5,5840.5,5840.5
11/09/2018,5849,5849,5849,5849
12/09/2018,5891,5891,5891,5891
13/09/2018,5991,5991,5991,5991
14/09/2018,5946.5,5946.5,5946.5,5946.5
17/09/2018,5860,5860,5860,5860
18/09/2018,6003,6003,6003,6003
19/09/2018,6057,6057,6057,6057
20/09/2018,6057,6057,6057,6057
21/09/2018,6203,6203,6203,6203
24/09/2018,6320,6320,6320,6320
25/09/2018,6276,6276,6276,6276
26/09/2018,6257.5,6257.5,6257.5,6257.5
27/09/2018,6222,6222,6222,6222
28/09/2018,6180,6180,6180,6180
01/10/2018,6172,6172,6172,6172
02/10/2018,6274,6274,6274,6274
03/10/2018,6275,6275,6275,6275
04/10/2018,6310,6310,6310,6310
05/10/2018,6182.5,6182.5,6182.5,6182.5
08/10/2018,6169,6169,6169,6169
09/10/2018,6219,6219,6219,6219
10/10/2018,6294,6294,6294,6294
11/10/2018,6155,6155,6155,6155
12/10/2018,6325,6325,6325,6325
15/10/2018,6296,6296,6296,6296
16/10/2018,6202,6202,6202,6202
17/10/2018,6249,6249,6249,6249
18/10/2018,6147,6147,6147,6147
19/10/2018,6191.5,6191.5,6191.5,6191.5
22/10/2018,6284,6284,6284,6284
23/10/2018,6167.5,6167.5,6167.5,6167.5
24/10/2018,6215,6215,6215,6215
25/10/2018,6210,6210,6210,6210
26/10/2018,6159,6159,6159,6159
29/10/2018,6260,6260,6260,6260
30/10/2018,6136,6136,6136,6136
31/10/2018,6073,6073,6073,6073
01/11/2018,6070,6070,6070,6070
02/11/2018,6255,6255,6255,6255
05/11/2018,6239,6239,6239,6239
06/11/2018,6205,6205,6205,6205
07/11/2018,6210,6210,6210,6210
08/11/2018,6137,6137,6137,6137
09/11/2018,6088,6088,6088,6088
12/11/2018,6083.5,6083.5,6083.5,6083.5
13/11/2018,6130,6130,6130,6130
14/11/2018,6106,6106,6106,6106
15/11/2018,6188,6188,6188,6188
16/11/2018,6181,6181,6181,6181
19/11/2018,6260,6260,6260,6260
20/11/2018,6262,6262,6262,6262
21/11/2018,6242,6242,6242,6242
22/11/2018,6246,6246,6246,6246
23/11/2018,6210,6210,6210,6210
26/11/2018,6246,6246,6246,6246
27/11/2018,6169.5,6169.5,6169.5,6169.5
28/11/2018,6198,6198,6198,6198
29/11/2018,6282,6282,6282,6282
30/11/2018,6238,6238,6238,6238
03/12/2018,6307,6307,6307,6307
04/12/2018,6278,6278,6278,6278
05/12/2018,6162,6162,6162,6162
06/12/2018,6112,6112,6112,6112
07/12/2018,6173,6173,6173,6173
10/12/2018,6112,6112,6112,6112
11/12/2018,6163,6163,6163,6163
12/12/2018,6151,6151,6151,6151
13/12/2018,6196,6196,6196,6196
14/12/2018,6104,6104,6104,6104
17/12/2018,6095.5,6095.5,6095.5,6095.5
18/12/2018,6043,6043,6043,6043
19/12/2018,5987,5987,5987,5987
20/12/2018,6015,6015,6015,6015
21/12/2018,5987,5987,5987,5987
24/12/2018,5931.5,5931.5,5931.5,5931.5
27/12/2018,5990,5990,5990,5990
28/12/2018,6018,6018,6018,6018
31/12/2018,5965,5965,5965,5965
02/01/2019,5839,5839,5839,5839
03/01/2019,5811,5811,5811,5811
04/01/2019,5840,5840,5840,5840
07/01/2019,5889.5,5889.5,5889.5,5889.5
08/01/2019,5904.5,5904.5,5904.5,5904.5
09/01/2019,5964,5964,5964,5964
10/01/2019,5908.5,5908.5,5908.5,5908.5
11/01/2019,5926.5,5926.5,5926.5,5926.5
14/01/2019,5861,5861,5861,5861
15/01/2019,5882,5882,5882,5882
16/01/2019,5911,5911,5911,5911
17/01/2019,5933,5933,5933,5933
18/01/2019,6022,6022,6022,6022
21/01/2019,5951.5,5951.5,5951.5,5951.5
22/01/2019,5926.5,5926.5,5926.5,5926.5
23/01/2019,5920.5,5920.5,5920.5,5920.5
24/01/2019,5885,5885,5885,5885
25/01/2019,5901,5901,5901,5901
28/01/2019,5996,5996,5996,5996
29/01/2019,6007,6007,6007,6007
30/01/2019,6077,6077,6077,6077
31/01/2019,6148,6148,6148,6148
01/02/2019,6097.5,6097.5,6097.5,6097.5
04/02/2019,6076.5,6076.5,6076.5,6076.5
05/02/2019,6174,6174,6174,6174
06/02/2019,6210,6210,6210,6210
07/02/2019,6227,6227,6227,6227
08/02/2019,6207,6207,6207,6207
11/02/2019,6148,6148,6148,6148
12/02/2019,6102,6102,6102,6102
13/02/2019,6120,6120,6120,6120
14/02/2019,6178.5,6178.5,6178.5,6178.5
15/02/2019,6190,6190,6190,6190
18/02/2019,6269.5,6269.5,6269.5,6269.5
19/02/2019,6246.5,6246.5,6246.5,6246.5
20/02/2019,6351.5,6351.5,6351.5,6351.5
21/02/2019,6391,6391,6391,6391
22/02/2019,6489,6489,6489,6489
25/02/2019,6546,6546,6546,6546
26/02/2019,6471,6471,6471,6471
27/02/2019,6533,6533,6533,6533
28/02/2019,6536,6536,6536,6536
01/03/2019,6572,6572,6572,6572
04/03/2019,6420,6420,6420,6420
05/03/2019,6553.5,6553.5,6553.5,6553.5
06/03/2019,6505,6505,6505,6505
07/03/2019,6458,6458,6458,6458
08/03/2019,6398.5,6398.5,6398.5,6398.5
11/03/2019,6435,6435,6435,6435
12/03/2019,6510,6510,6510,6510
13/03/2019,6529,6529,6529,6529
14/03/2019,6409,6409,6409,6409
15/03/2019,6410,6410,6410,6410
18/03/2019,6492,6492,6492,6492
19/03/2019,6500,6500,6500,6500
20/03/2019,6487,6487,6487,6487
21/03/2019,6520,6520,6520,6520
22/03/2019,6375,6375,6375,6375
25/03/2019,6328,6328,6328,6328
26/03/2019,6361,6361,6361,6361
27/03/2019,6338.5,6338.5,6338.5,6338.5
28/03/2019,6385,6385,6385,6385
29/03/2019,6485,6485,6485,6485
01/04/2019,6498,6498,6498,6498
02/04/2019,6431,6431,6431,6431
03/04/2019,6483,6483,6483,6483
04/04/2019,6444,6444,6444,6444
05/04/2019,6419,6419,6419,6419
08/04/2019,6432.5,6432.5,6432.5,6432.5
09/04/2019,6498,6498,6498,6498
10/04/2019,6447,6447,6447,6447
11/04/2019,6432.5,6432.5,6432.5,6432.5
12/04/2019,6490,6490,6490,6490
15/04/2019,6456,6456,6456,6456
16/04/2019,6460,6460,6460,6460
17/04/2019,6509,6509,6509,6509
18/04/2019,6448,6448,6448,6448
23/04/2019,6430,6430,6430,6430
24/04/2019,6437.5,6437.5,6437.5,6437.5
25/04/2019,6375.5,6375.5,6375.5,6375.5
26/04/2019,6393,6393,6393,6393
29/04/2019,6376,6376,6376,6376
30/04/2019,6442,6442,6442,6442
01/05/2019,6398,6398,6398,6398
02/05/2019,6214,6214,6214,6214
03/05/2019,6180,6180,6180,6180
07/05/2019,6174,6174,6174,6174
08/05/2019,6103,6103,6103,6103
09/05/2019,6112,6112,6112,6112
10/05/2019,6135.5,6135.5,6135.5,6135.5
13/05/2019,6042.5,6042.5,6042.5,6042.5
14/05/2019,6007,6007,6007,6007
15/05/2019,6002,6002,6002,6002
16/05/2019,6089,6089,6089,6089
17/05/2019,6025,6025,6025,6025
20/05/2019,5985,5985,5985,5985
21/05/2019,6004,6004,6004,6004
22/05/2019,5920,5920,5920,5920
23/05/2019,5860,5860,5860,5860
24/05/2019,5919,5919,5919,5919
28/05/2019,5956.5,5956.5,5956.5,5956.5
29/05/2019,5864.5,5864.5,5864.5,5864.5
30/05/2019,5823,5823,5823,5823
31/05/2019,5780.5,5780.5,5780.5,5780.5
03/06/2019,5796,5796,5796,5796
04/06/2019,5804,5804,5804,5804
05/06/2019,5832.5,5832.5,5832.5,5832.5
06/06/2019,5805,5805,5805,5805
07/06/2019,5770,5770,5770,5770
10/06/2019,5788,5788,5788,5788
11/06/2019,5905,5905,5905,5905
12/06/2019,5828.5,5828.5,5828.5,5828.5
13/06/2019,5797.5,5797.5,5797.5,5797.5
14/06/2019,5805.5,5805.5,5805.5,5805.5
17/06/2019,5756,5756,5756,5756
18/06/2019,5848.5,5848.5,5848.5,5848.5
19/06/2019,5895,5895,5895,5895
20/06/2019,5962,5962,5962,5962
21/06/2019,5941,5941,5941,5941
24/06/2019,5917,5917,5917,5917
25/06/2019,5985.5,5985.5,5985.5,5985.5
26/06/2019,5985.5,5985.5,5985.5,5985.5
27/06/2019,5953.5,5953.5,5953.5,5953.5
28/06/2019,5972,5972,5972,5972
01/07/2019,5999,5999,5999,5999
02/07/2019,5910,5910,5910,5910
03/07/2019,5874,5874,5874,5874
04/07/2019,5900,5900,5900,5900
05/07/2019,5857,5857,5857,5857
08/07/2019,5912,5912,5912,5912
09/07/2019,5805,5805,5805,5805
10/07/2019,5862.5,5862.5,5862.5,5862.5
11/07/2019,5925,5925,5925,5925
12/07/2019,5950,5950,5950,5950
15/07/2019,5997.5,5997.5,5997.5,5997.5
16/07/2019,5959,5959,5959,5959
17/07/2019,5922,5922,5922,5922
18/07/2019,5948,5948,5948,5948
19/07/2019,6066,6066,6066,6066
22/07/2019,6007.5,6007.5,6007.5,6007.5
23/07/2019,5968.5,5968.5,5968.5,5968.5
24/07/2019,5980,5980,5980,5980
25/07/2019,6010,6010,6010,6010
26/07/2019,5945,5945,5945,5945
29/07/2019,5949.5,5949.5,5949.5,5949.5
30/07/2019,5943,5943,5943,5943
31/07/2019,5926,5926,5926,5926
01/08/2019,5876,5876,5876,5876
02/08/2019,5769,5769,5769,5769
05/08/2019,5647,5647,5647,5647
06/08/2019,5667,5667,5667,5667
07/08/2019,5673.5,5673.5,5673.5,5673.5
08/08/2019,5723,5723,5723,5723
09/08/2019,5744,5744,5744,5744
12/08/2019,5724.5,5724.5,5724.5,5724.5
13/08/2019,5697,5697,5697,5697
14/08/2019,5732,5732,5732,5732
15/08/2019,5696.5,5696.5,5696.5,5696.5
16/08/2019,5710,5710,5710,5710
19/08/2019,5755.5,5755.5,5755.5,5755.5
20/08/2019,5698,5698,5698,5698
21/08/2019,5696.5,5696.5,5696.5,5696.5
22/08/2019,5668,5668,5668,5668
23/08/2019,5675,5675,5675,5675
27/08/2019,5662,5662,5662,5662
28/08/2019,5653,5653,5653,5653
29/08/2019,5722,5722,5722,5722
30/08/2019,5678,5678,5678,5678
02/09/2019,5610.5,5610.5,5610.5,5610.5
03/09/2019,5537,5537,5537,5537
04/09/2019,5663,5663,5663,5663
05/09/2019,5777,5777,5777,5777
06/09/2019,5787.5,5787.5,5787.5,5787.5
09/09/2019,5771,5771,5771,5771
10/09/2019,5738,5738,5738,5738
11/09/2019,5765,5765,5765,5765
12/09/2019,5842.5,5842.5,5842.5,5842.5
13/09/2019,5870,5870,5870,5870
16/09/2019,5877,5877,5877,5877
17/09/2019,5762,5762,5762,5762
18/09/2019,5745,5745,5745,5745
19/09/2019,5758.5,5758.5,5758.5,5758.5
20/09/2019,5777.5,5777.5,5777.5,5777.5
23/09/2019,5695,5695,5695,5695
24/09/2019,5761,5761,5761,5761
25/09/2019,5718.5,5718.5,5718.5,5718.5
26/09/2019,5757,5757,5757,5757
27/09/2019,5714,5714,5714,5714
30/09/2019,5728,5728,5728,5728
01/10/2019,5610,5610,5610,5610
02/10/2019,5629,5629,5629,5629
03/10/2019,5626,5626,5626,5626
04/10/2019,5599,5599,5599,5599
07/10/2019,5626,5626,5626,5626
08/10/2019,5650.5,5650.5,5650.5,5650.5
09/10/2019,5660,5660,5660,5660
10/10/2019,5698.5,5698.5,5698.5,5698.5
11/10/2019,5763,5763,5763,5763
14/10/2019,5718.5,5718.5,5718.5,5718.5
15/10/2019,5745,5745,5745,5745
16/10/2019,5684,5684,5684,5684
17/10/2019,5726.5,5726.5,5726.5,5726.5
18/10/2019,5751,5751,5751,5751
21/10/2019,5820,5820,5820,5820
22/10/2019,5794,5794,5794,5794
23/10/2019,5773,5773,5773,5773
24/10/2019,5869,5869,5869,5869
25/10/2019,5867.5,5867.5,5867.5,5867.5
28/10/2019,5888.5,5888.5,5888.5,5888.5
29/10/2019,5879.5,5879.5,5879.5,5879.5
30/10/2019,5883,5883,5883,5883
31/10/2019,5825,5825,5825,5825
01/11/2019,5797,5797,5797,5797
04/11/2019,5846.5,5846.5,5846.5,5846.5
05/11/2019,5880,5880,5880,5880
06/11/2019,5913.5,5913.5,5913.5,5913.5
07/11/2019,5941,5941,5941,5941
08/11/2019,5951.5,5951.5,5951.5,5951.5
11/11/2019,5857,5857,5857,5857
12/11/2019,5838,5838,5838,5838
13/11/2019,5823,5823,5823,5823
14/11/2019,5835,5835,5835,5835
15/11/2019,5812,5812,5812,5812
18/11/2019,5828,5828,5828,5828
19/11/2019,5821.5,5821.5,5821.5,5821.5
20/11/2019,5873,5873,5873,5873
21/11/2019,5813,5813,5813,5813
22/11/2019,5834,5834,5834,5834
25/11/2019,5872.5,5872.5,5872.5,5872.5
26/11/2019,5856,5856,5856,5856
27/11/2019,5925.5,5925.5,5925.5,5925.5
28/11/2019,5881.5,5881.5,5881.5,5881.5
29/11/2019,5854,5854,5854,5854
02/12/2019,5855.5,5855.5,5855.5,5855.5
04/12/2019,5823,5823,5823,5823
05/12/2019,5855,5855,5855,5855
06/12/2019,5867.5,5867.5,5867.5,5867.5
09/12/2019,5985,5985,5985,5985
10/12/2019,6055,6055,6055,6055
11/12/2019,6083,6083,6083,6083
12/12/2019,6097,6097,6097,6097
13/12/2019,6154,6154,6154,6154
16/12/2019,6155.5,6155.5,6155.5,6155.5
17/12/2019,6175,6175,6175,6175
18/12/2019,6126.5,6126.5,6126.5,6126.5
19/12/2019,6161,6161,6161,6161
20/12/2019,6155.5,6155.5,6155.5,6155.5
23/12/2019,6153,6153,6153,6153
24/12/2019,6184.5,6184.5,6184.5,6184.5
27/12/2019,6211,6211,6211,6211
30/12/2019,6183.5,6183.5,6183.5,6183.5
31/12/2019,6156,6156,6156,6156
02/01/2020,6165.5,6165.5,6165.5,6165.5
03/01/2020,6077,6077,6077,6077
06/01/2020,6097.5,6097.5,6097.5,6097.5
07/01/2020,6134.5,6134.5,6134.5,6134.5
08/01/2020,6154,6154,6154,6154
09/01/2020,6156,6156,6156,6156
10/01/2020,6157,6157,6157,6157
13/01/2020,6177,6177,6177,6177
14/01/2020,6247,6247,6247,6247
15/01/2020,6232,6232,6232,6232
16/01/2020,6300.5,6300.5,6300.5,6300.5
17/01/2020,6276.5,6276.5,6276.5,6276.5
20/01/2020,6245,6245,6245,6245
21/01/2020,6158.5,6158.5,6158.5,6158.5
22/01/2020,6103.5,6103.5,6103.5,6103.5
23/01/2020,6050,6050,6050,6050
24/01/2020,5968,5968,5968,5968
27/01/2020,5779,5779,5779,5779
28/01/2020,5715,5715,5715,5715
29/01/2020,5698,5698,5698,5698
30/01/2020,5621,5621,5621,5621
31/01/2020,5570,5570,5570,5570
03/02/2020,5595,5595,5595,5595
04/02/2020,5652,5652,5652,5652
05/02/2020,5714,5714,5714,5714
06/02/2020,5726,5726,5726,5726
07/02/2020,5653,5653,5653,5653
10/02/2020,5659.5,5659.5,5659.5,5659.5
11/02/2020,5696,5696,5696,5696
12/02/2020,5747,5747,5747,5747
13/02/2020,5716,5716,5716,5716
14/02/2020,5737,5737,5737,5737
17/02/2020,5802,5802,5802,5802
18/02/2020,5728,5728,5728,5728
19/02/2020,5745.5,5745.5,5745.5,5745.5
20/02/2020,5730,5730,5730,5730
21/02/2020,5702,5702,5702,5702
24/02/2020,5657.5,5657.5,5657.5,5657.5
25/02/2020,5663.5,5663.5,5663.5,5663.5
26/02/2020,5614,5614,5614,5614
27/02/2020,5618,5618,5618,5618
28/02/2020,5573,5573,5573,5573
02/03/2020,5640,5640,5640,5640
03/03/2020,5668,5668,5668,5668
04/03/2020,5694.5,5694.5,5694.5,5694.5
05/03/2020,5667.5,5667.5,5667.5,5667.5
06/03/2020,5624,5624,5624,5624
09/03/2020,5483,5483,5483,5483
10/03/2020,5598,5598,5598,5598
11/03/2020,5552,5552,5552,5552
12/03/2020,5386.5,5386.5,5386.5,5386.5
13/03/2020,5530.5,5530.5,5530.5,5530.5
16/03/2020,5211,5211,5211,5211
17/03/2020,5205,5205,5205,5205
18/03/2020,4860.5,4860.5,4860.5,4860.5
19/03/2020,4685,4685,4685,4685
20/03/2020,4855,4855,4855,4855
23/03/2020,4617.5,4617.5,4617.5,4617.5
24/03/2020,4789.5,4789.5,4789.5,4789.5
25/03/2020,4754,4754,4754,4754
26/03/2020,4775.5,4775.5,4775.5,4775.5
27/03/2020,4774,4774,4774,4774
30/03/2020,4763,4763,4763,4763
31/03/2020,4797,4797,4797,4797
01/04/2020,4772,4772,4772,4772
02/04/2020,4821.5,4821.5,4821.5,4821.5
03/04/2020,4863.5,4863.5,4863.5,4863.5
06/04/2020,4867,4867,4867,4867
07/04/2020,5067.5,5067.5,5067.5,5067.5
08/04/2020,4976,4976,4976,4976
09/04/2020,4963.5,4963.5,4963.5,4963.5
14/04/2020,5119,5119,5119,5119
15/04/2020,5054.5,5054.5,5054.5,5054.5
16/04/2020,5098.5,5098.5,5098.5,5098.5
17/04/2020,5175.5,5175.5,5175.5,5175.5
20/04/2020,5169.5,5169.5,5169.5,5169.5
21/04/2020,4994.5,4994.5,4994.5,4994.5
22/04/2020,5034,5034,5034,5034
23/04/2020,5120.5,5120.5,5120.5,5120.5
24/04/2020,5118,5118,5118,5118
27/04/2020,5165.5,5165.5,5165.5,5165.5
28/04/2020,5169.5,5169.5,5169.5,5169.5
29/04/2020,5184,5184,5184,5184
30/04/2020,5231,5231,5231,5231
01/05/2020,5061,5061,5061,5061
04/05/2020,5058,5058,5058,5058
05/05/2020,5111.5,5111.5,5111.5,5111.5
06/05/2020,5199.5,5199.5,5199.5,5199.5
07/05/2020,5227.5,5227.5,5227.5,5227.5
08/05/2020,5227.5,5227.5,5227.5,5227.5
11/05/2020,5231,5231,5231,5231
12/05/2020,5234,5234,5234,5234
13/05/2020,5212.5,5212.5,5212.5,5212.5
14/05/2020,5155.5,5155.5,5155.5,5155.5
15/05/2020,5165,5165,5165,5165
18/05/2020,5249.5,5249.5,5249.5,5249.5
19/05/2020,5314,5314,5314,5314
20/05/2020,5333,5333,5333,5333
21/05/2020,5387,5387,5387,5387
22/05/2020,5242.5,5242.5,5242.5,5242.5
26/05/2020,5341.5,5341.5,5341.5,5341.5
27/05/2020,5308.5,5308.5,5308.5,5308.5
28/05/2020,5278.5,5278.5,5278.5,5278.5
29/05/2020,5332.5,5332.5,5332.5,5332.5
01/06/2020,5376.5,5376.5,5376.5,5376.5
02/06/2020,5463,5463,5463,5463
03/06/2020,5499,5499,5499,5499
04/06/2020,5452.5,5452.5,5452.5,5452.5
05/06/2020,5588,5588,5588,5588
08/06/2020,5659,5659,5659,5659
09/06/2020,5680.5,5680.5,5680.5,5680.5
10/06/2020,5801,5801,5801,5801
11/06/2020,5801.5,5801.5,5801.5,5801.5
12/06/2020,5785.5,5785.5,5785.5,5785.5
15/06/2020,5646,5646,5646,5646
16/06/2020,5759.5,5759.5,5759.5,5759.5
17/06/2020,5734,5734,5734,5734
18/06/2020,5799,5799,5799,5799
19/06/2020,5835.5,5835.5,5835.5,5835.5
22/06/2020,5825,5825,5825,5825
23/06/2020,5895,5895,5895,5895
24/06/2020,5871,5871,5871,5871
25/06/2020,5880.5,5880.5,5880.5,5880.5
26/06/2020,5985.5,5985.5,5985.5,5985.5
29/06/2020,5957,5957,5957,5957
30/06/2020,6038,6038,6038,6038
01/07/2020,6016.5,6016.5,6016.5,6016.5
02/07/2020,6080,6080,6080,6080
03/07/2020,6022.5,6022.5,6022.5,6022.5
06/07/2020,6112,6112,6112,6112
07/07/2020,6086,6086,6086,6086
08/07/2020,6194,6194,6194,6194
09/07/2020,6339.5,6339.5,6339.5,6339.5
10/07/2020,6322.5,6322.5,6322.5,6322.5
13/07/2020,6545,6545,6545,6545
